QUDTarget,statementFirst,treatment,name1,name2,QUD,statement,choiceNameFirst,choice1,choice2
first,first,avoidance,Flembers,Ceflar,I am surprised that you think Flembers should be removed from the samples.,Flembers is associated with Ceflar.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,first,observation,Flembers,Ceflar,I was surprised to see Ceflar in yesterday's sample.,Flembers is associated with Ceflar.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,first,avoidance,Flembers,Ceflar,I am surprised that you think Ceflar should be removed from the samples.,Flembers is associated with Ceflar.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
first,second,observation,Flembers,Ceflar,I was surprised to see Flembers in yesterday's sample.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
first,second,avoidance,Flembers,Ceflar,I am surprised that you think Flembers should be removed from the samples.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,second,observation,Flembers,Ceflar,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,second,avoidance,Flembers,Ceflar,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
first,first,observation,Agoriv,Themaglin,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Themaglin.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
first,first,avoidance,Agoriv,Themaglin,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Themaglin.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
second,first,observation,Agoriv,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Agoriv is associated with Themaglin.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
second,first,avoidance,Agoriv,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Agoriv is associated with Themaglin.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
first,second,observation,Agoriv,Themaglin,I was surprised to see Agoriv in yesterday's sample.,Themaglin is associated with Agoriv.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
first,second,avoidance,Agoriv,Themaglin,I am surprised that you think Agoriv should be removed from the samples.,Themaglin is associated with Agoriv.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
second,second,observation,Agoriv,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Themaglin is associated with Agoriv.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
second,second,avoidance,Agoriv,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Themaglin is associated with Agoriv.,Agoriv,Agoriv causes Themaglin.,Themaglin causes Agoriv.
first,first,observation,Agoriv,Themaglin,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Themaglin.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
first,first,avoidance,Agoriv,Themaglin,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Themaglin.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
second,first,observation,Agoriv,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Agoriv is associated with Themaglin.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
second,first,avoidance,Agoriv,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Agoriv is associated with Themaglin.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
first,second,observation,Agoriv,Themaglin,I was surprised to see Agoriv in yesterday's sample.,Themaglin is associated with Agoriv.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
first,second,avoidance,Agoriv,Themaglin,I am surprised that you think Agoriv should be removed from the samples.,Themaglin is associated with Agoriv.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
second,second,observation,Agoriv,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Themaglin is associated with Agoriv.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
second,second,avoidance,Agoriv,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Themaglin is associated with Agoriv.,Themaglin,Themaglin causes Agoriv.,Agoriv causes Themaglin.
first,first,observation,Agoriv,Rebosen,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Rebosen.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
first,first,avoidance,Agoriv,Rebosen,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Rebosen.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
second,first,observation,Agoriv,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Agoriv is associated with Rebosen.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
second,first,avoidance,Agoriv,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Agoriv is associated with Rebosen.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
first,second,observation,Agoriv,Rebosen,I was surprised to see Agoriv in yesterday's sample.,Rebosen is associated with Agoriv.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
first,second,avoidance,Agoriv,Rebosen,I am surprised that you think Agoriv should be removed from the samples.,Rebosen is associated with Agoriv.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
second,second,observation,Agoriv,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Rebosen is associated with Agoriv.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
second,second,avoidance,Agoriv,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Rebosen is associated with Agoriv.,Agoriv,Agoriv causes Rebosen.,Rebosen causes Agoriv.
first,first,observation,Agoriv,Rebosen,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Rebosen.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
first,first,avoidance,Agoriv,Rebosen,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Rebosen.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
second,first,observation,Agoriv,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Agoriv is associated with Rebosen.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
second,first,avoidance,Agoriv,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Agoriv is associated with Rebosen.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
first,second,observation,Agoriv,Rebosen,I was surprised to see Agoriv in yesterday's sample.,Rebosen is associated with Agoriv.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
first,second,avoidance,Agoriv,Rebosen,I am surprised that you think Agoriv should be removed from the samples.,Rebosen is associated with Agoriv.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
second,second,observation,Agoriv,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Rebosen is associated with Agoriv.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
second,second,avoidance,Agoriv,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Rebosen is associated with Agoriv.,Rebosen,Rebosen causes Agoriv.,Agoriv causes Rebosen.
first,first,observation,Agoriv,Denoden,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Denoden.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
first,first,avoidance,Agoriv,Denoden,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Denoden.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
second,first,observation,Agoriv,Denoden,I was surprised to see Denoden in yesterday's sample.,Agoriv is associated with Denoden.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
second,first,avoidance,Agoriv,Denoden,I am surprised that you think Denoden should be removed from the samples.,Agoriv is associated with Denoden.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
first,second,observation,Agoriv,Denoden,I was surprised to see Agoriv in yesterday's sample.,Denoden is associated with Agoriv.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
first,second,avoidance,Agoriv,Denoden,I am surprised that you think Agoriv should be removed from the samples.,Denoden is associated with Agoriv.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
second,second,observation,Agoriv,Denoden,I was surprised to see Denoden in yesterday's sample.,Denoden is associated with Agoriv.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
second,second,avoidance,Agoriv,Denoden,I am surprised that you think Denoden should be removed from the samples.,Denoden is associated with Agoriv.,Agoriv,Agoriv causes Denoden.,Denoden causes Agoriv.
first,first,observation,Agoriv,Denoden,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Denoden.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
first,first,avoidance,Agoriv,Denoden,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Denoden.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
second,first,observation,Agoriv,Denoden,I was surprised to see Denoden in yesterday's sample.,Agoriv is associated with Denoden.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
second,first,avoidance,Agoriv,Denoden,I am surprised that you think Denoden should be removed from the samples.,Agoriv is associated with Denoden.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
first,second,observation,Agoriv,Denoden,I was surprised to see Agoriv in yesterday's sample.,Denoden is associated with Agoriv.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
first,second,avoidance,Agoriv,Denoden,I am surprised that you think Agoriv should be removed from the samples.,Denoden is associated with Agoriv.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
second,second,observation,Agoriv,Denoden,I was surprised to see Denoden in yesterday's sample.,Denoden is associated with Agoriv.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
second,second,avoidance,Agoriv,Denoden,I am surprised that you think Denoden should be removed from the samples.,Denoden is associated with Agoriv.,Denoden,Denoden causes Agoriv.,Agoriv causes Denoden.
first,first,observation,Agoriv,Flembers,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Flembers.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
first,first,avoidance,Agoriv,Flembers,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Flembers.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
second,first,observation,Agoriv,Flembers,I was surprised to see Flembers in yesterday's sample.,Agoriv is associated with Flembers.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
second,first,avoidance,Agoriv,Flembers,I am surprised that you think Flembers should be removed from the samples.,Agoriv is associated with Flembers.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
first,second,observation,Agoriv,Flembers,I was surprised to see Agoriv in yesterday's sample.,Flembers is associated with Agoriv.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
first,second,avoidance,Agoriv,Flembers,I am surprised that you think Agoriv should be removed from the samples.,Flembers is associated with Agoriv.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
second,second,observation,Agoriv,Flembers,I was surprised to see Flembers in yesterday's sample.,Flembers is associated with Agoriv.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
second,second,avoidance,Agoriv,Flembers,I am surprised that you think Flembers should be removed from the samples.,Flembers is associated with Agoriv.,Agoriv,Agoriv causes Flembers.,Flembers causes Agoriv.
first,first,observation,Agoriv,Flembers,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Flembers.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
first,first,avoidance,Agoriv,Flembers,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Flembers.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
second,first,observation,Agoriv,Flembers,I was surprised to see Flembers in yesterday's sample.,Agoriv is associated with Flembers.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
second,first,avoidance,Agoriv,Flembers,I am surprised that you think Flembers should be removed from the samples.,Agoriv is associated with Flembers.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
first,second,observation,Agoriv,Flembers,I was surprised to see Agoriv in yesterday's sample.,Flembers is associated with Agoriv.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
first,second,avoidance,Agoriv,Flembers,I am surprised that you think Agoriv should be removed from the samples.,Flembers is associated with Agoriv.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
second,second,observation,Agoriv,Flembers,I was surprised to see Flembers in yesterday's sample.,Flembers is associated with Agoriv.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
second,second,avoidance,Agoriv,Flembers,I am surprised that you think Flembers should be removed from the samples.,Flembers is associated with Agoriv.,Flembers,Flembers causes Agoriv.,Agoriv causes Flembers.
first,first,observation,Agoriv,Ceflar,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Ceflar.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
first,first,avoidance,Agoriv,Ceflar,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Ceflar.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
second,first,observation,Agoriv,Ceflar,I was surprised to see Ceflar in yesterday's sample.,Agoriv is associated with Ceflar.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
second,first,avoidance,Agoriv,Ceflar,I am surprised that you think Ceflar should be removed from the samples.,Agoriv is associated with Ceflar.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
first,second,observation,Agoriv,Ceflar,I was surprised to see Agoriv in yesterday's sample.,Ceflar is associated with Agoriv.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
first,second,avoidance,Agoriv,Ceflar,I am surprised that you think Agoriv should be removed from the samples.,Ceflar is associated with Agoriv.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
second,second,observation,Agoriv,Ceflar,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Agoriv.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
second,second,avoidance,Agoriv,Ceflar,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Agoriv.,Agoriv,Agoriv causes Ceflar.,Ceflar causes Agoriv.
first,first,observation,Agoriv,Ceflar,I was surprised to see Agoriv in yesterday's sample.,Agoriv is associated with Ceflar.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
first,first,avoidance,Agoriv,Ceflar,I am surprised that you think Agoriv should be removed from the samples.,Agoriv is associated with Ceflar.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
second,first,observation,Agoriv,Ceflar,I was surprised to see Ceflar in yesterday's sample.,Agoriv is associated with Ceflar.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
second,first,avoidance,Agoriv,Ceflar,I am surprised that you think Ceflar should be removed from the samples.,Agoriv is associated with Ceflar.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
first,second,observation,Agoriv,Ceflar,I was surprised to see Agoriv in yesterday's sample.,Ceflar is associated with Agoriv.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
first,second,avoidance,Agoriv,Ceflar,I am surprised that you think Agoriv should be removed from the samples.,Ceflar is associated with Agoriv.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
second,second,observation,Agoriv,Ceflar,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Agoriv.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
second,second,avoidance,Agoriv,Ceflar,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Agoriv.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
first,first,observation,Ceflar,Themaglin,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Themaglin.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
first,first,avoidance,Ceflar,Themaglin,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Themaglin.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
second,first,observation,Ceflar,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Ceflar is associated with Themaglin.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
second,first,avoidance,Ceflar,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Ceflar is associated with Themaglin.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
first,second,observation,Ceflar,Themaglin,I was surprised to see Ceflar in yesterday's sample.,Themaglin is associated with Ceflar.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
first,second,avoidance,Ceflar,Themaglin,I am surprised that you think Ceflar should be removed from the samples.,Themaglin is associated with Ceflar.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
second,second,observation,Ceflar,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Themaglin is associated with Ceflar.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
second,second,avoidance,Ceflar,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Themaglin is associated with Ceflar.,Ceflar,Ceflar causes Themaglin.,Themaglin causes Ceflar.
first,first,observation,Ceflar,Themaglin,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Themaglin.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
first,first,avoidance,Ceflar,Themaglin,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Themaglin.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
second,first,observation,Ceflar,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Ceflar is associated with Themaglin.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
second,first,avoidance,Ceflar,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Ceflar is associated with Themaglin.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
first,second,observation,Ceflar,Themaglin,I was surprised to see Ceflar in yesterday's sample.,Themaglin is associated with Ceflar.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
first,second,avoidance,Ceflar,Themaglin,I am surprised that you think Ceflar should be removed from the samples.,Themaglin is associated with Ceflar.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
second,second,observation,Ceflar,Themaglin,I was surprised to see Themaglin in yesterday's sample.,Themaglin is associated with Ceflar.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
second,second,avoidance,Ceflar,Themaglin,I am surprised that you think Themaglin should be removed from the samples.,Themaglin is associated with Ceflar.,Themaglin,Themaglin causes Ceflar.,Ceflar causes Themaglin.
first,first,observation,Ceflar,Rebosen,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Rebosen.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
first,first,avoidance,Ceflar,Rebosen,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Rebosen.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
second,first,observation,Ceflar,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Ceflar is associated with Rebosen.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
second,first,avoidance,Ceflar,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Ceflar is associated with Rebosen.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
first,second,observation,Ceflar,Rebosen,I was surprised to see Ceflar in yesterday's sample.,Rebosen is associated with Ceflar.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
first,second,avoidance,Ceflar,Rebosen,I am surprised that you think Ceflar should be removed from the samples.,Rebosen is associated with Ceflar.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
second,second,observation,Ceflar,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Rebosen is associated with Ceflar.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
second,second,avoidance,Ceflar,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Rebosen is associated with Ceflar.,Ceflar,Ceflar causes Rebosen.,Rebosen causes Ceflar.
first,first,observation,Ceflar,Rebosen,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Rebosen.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
first,first,avoidance,Ceflar,Rebosen,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Rebosen.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
second,first,observation,Ceflar,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Ceflar is associated with Rebosen.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
second,first,avoidance,Ceflar,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Ceflar is associated with Rebosen.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
first,second,observation,Ceflar,Rebosen,I was surprised to see Ceflar in yesterday's sample.,Rebosen is associated with Ceflar.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
first,second,avoidance,Ceflar,Rebosen,I am surprised that you think Ceflar should be removed from the samples.,Rebosen is associated with Ceflar.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
second,second,observation,Ceflar,Rebosen,I was surprised to see Rebosen in yesterday's sample.,Rebosen is associated with Ceflar.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
second,second,avoidance,Ceflar,Rebosen,I am surprised that you think Rebosen should be removed from the samples.,Rebosen is associated with Ceflar.,Rebosen,Rebosen causes Ceflar.,Ceflar causes Rebosen.
first,first,observation,Ceflar,Denoden,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Denoden.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
first,first,avoidance,Ceflar,Denoden,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Denoden.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
second,first,observation,Ceflar,Denoden,I was surprised to see Denoden in yesterday's sample.,Ceflar is associated with Denoden.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
second,first,avoidance,Ceflar,Denoden,I am surprised that you think Denoden should be removed from the samples.,Ceflar is associated with Denoden.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
first,second,observation,Ceflar,Denoden,I was surprised to see Ceflar in yesterday's sample.,Denoden is associated with Ceflar.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
first,second,avoidance,Ceflar,Denoden,I am surprised that you think Ceflar should be removed from the samples.,Denoden is associated with Ceflar.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
second,second,observation,Ceflar,Denoden,I was surprised to see Denoden in yesterday's sample.,Denoden is associated with Ceflar.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
second,second,avoidance,Ceflar,Denoden,I am surprised that you think Denoden should be removed from the samples.,Denoden is associated with Ceflar.,Ceflar,Ceflar causes Denoden.,Denoden causes Ceflar.
first,first,observation,Ceflar,Denoden,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Denoden.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
first,first,avoidance,Ceflar,Denoden,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Denoden.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
second,first,observation,Ceflar,Denoden,I was surprised to see Denoden in yesterday's sample.,Ceflar is associated with Denoden.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
second,first,avoidance,Ceflar,Denoden,I am surprised that you think Denoden should be removed from the samples.,Ceflar is associated with Denoden.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
first,second,observation,Ceflar,Denoden,I was surprised to see Ceflar in yesterday's sample.,Denoden is associated with Ceflar.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
first,second,avoidance,Ceflar,Denoden,I am surprised that you think Ceflar should be removed from the samples.,Denoden is associated with Ceflar.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
second,second,observation,Ceflar,Denoden,I was surprised to see Denoden in yesterday's sample.,Denoden is associated with Ceflar.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
second,second,avoidance,Ceflar,Denoden,I am surprised that you think Denoden should be removed from the samples.,Denoden is associated with Ceflar.,Denoden,Denoden causes Ceflar.,Ceflar causes Denoden.
first,first,observation,Ceflar,Flembers,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
first,first,avoidance,Ceflar,Flembers,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,first,observation,Ceflar,Flembers,I was surprised to see Flembers in yesterday's sample.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,first,avoidance,Ceflar,Flembers,I am surprised that you think Flembers should be removed from the samples.,Ceflar is associated with Flembers.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
first,second,observation,Ceflar,Flembers,I was surprised to see Ceflar in yesterday's sample.,Flembers is associated with Ceflar.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
first,second,avoidance,Ceflar,Flembers,I am surprised that you think Ceflar should be removed from the samples.,Flembers is associated with Ceflar.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,second,observation,Ceflar,Flembers,I was surprised to see Flembers in yesterday's sample.,Flembers is associated with Ceflar.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
second,second,avoidance,Ceflar,Flembers,I am surprised that you think Flembers should be removed from the samples.,Flembers is associated with Ceflar.,Ceflar,Ceflar causes Flembers.,Flembers causes Ceflar.
first,first,observation,Ceflar,Flembers,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Flembers.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
first,first,avoidance,Ceflar,Flembers,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Flembers.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
second,first,observation,Ceflar,Flembers,I was surprised to see Flembers in yesterday's sample.,Ceflar is associated with Flembers.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
second,first,avoidance,Ceflar,Flembers,I am surprised that you think Flembers should be removed from the samples.,Ceflar is associated with Flembers.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
first,second,observation,Ceflar,Flembers,I was surprised to see Ceflar in yesterday's sample.,Flembers is associated with Ceflar.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
first,second,avoidance,Ceflar,Flembers,I am surprised that you think Ceflar should be removed from the samples.,Flembers is associated with Ceflar.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
second,second,observation,Ceflar,Flembers,I was surprised to see Flembers in yesterday's sample.,Flembers is associated with Ceflar.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
second,second,avoidance,Ceflar,Flembers,I am surprised that you think Flembers should be removed from the samples.,Flembers is associated with Ceflar.,Flembers,Flembers causes Ceflar.,Ceflar causes Flembers.
first,first,observation,Ceflar,Agoriv,I was surprised to see Ceflar in yesterday's sample.,Ceflar is associated with Agoriv.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
first,first,avoidance,Ceflar,Agoriv,I am surprised that you think Ceflar should be removed from the samples.,Ceflar is associated with Agoriv.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
second,first,observation,Ceflar,Agoriv,I was surprised to see Agoriv in yesterday's sample.,Ceflar is associated with Agoriv.,Ceflar,Ceflar causes Agoriv.,Agoriv causes Ceflar.
