submission_id,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemType,languages,name1,name2,prompt,response,responseTime,targeted,trialNR
1564,51,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,love it,Graduated College,79994,1705074474495,1705074394501,male,disease,english,Themaglin,Agoriv,The disease Themaglin has been found to be associated with Agoriv.,Agoriv causes Themaglin.,38056,first,0
1535,57,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,64111,1705074380279,1705074316168,female,drug,English,Denoden,Rebosen,Denoden has been found to be associated with the drug Rebosen.,Rebosen causes Denoden.,35352,second,0
1552,25,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,33605,1705074435234,1705074401629,female,disease,English,Rebosen,Themaglin,The disease Rebosen has been found to be associated with Themaglin.,Themaglin causes Rebosen.,17217,first,0
1553,33,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Graduated College,37113,1705074437203,1705074400090,female,drug,English,Rebosen,Themaglin,The drug Rebosen has been found to be associated with Themaglin.,Rebosen causes Themaglin.,22302,first,0
1565,42,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Higher degree,63522,1705074482436,1705074418914,female,drug,English,Themaglin,Ceflar,Themaglin has been found to be associated with the drug Ceflar.,Themaglin causes Ceflar.,33068,second,0
1569,64,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated High-school,29437,1705074490355,1705074460918,female,drug,,Denoden,Themaglin,Denoden has been found to be associated with the drug Themaglin.,Themaglin causes Denoden.,12356,second,0
1582,62,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,64485,1705074516221,1705074451736,female,drug,English,Agoriv,Denoden,The drug Agoriv has been found to be associated with Denoden.,Agoriv causes Denoden.,30394,first,0
1590,26,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,29132,1705074531918,1705074502786,male,drug,English,Rebosen,Themaglin,Rebosen has been found to be associated with the drug Themaglin.,Themaglin causes Rebosen.,12327,second,0
1594,53,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,45555,1705074546368,1705074500813,female,drug,english,Themaglin,Flembers,The drug Themaglin has been found to be associated with Flembers.,Flembers causes Themaglin.,22728,first,0
1596,41,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,None,Higher degree,87436,1705074550929,1705074463493,male,drug,English,Flembers,Denoden,Flembers has been found to be associated with the drug Denoden.,Denoden causes Flembers.,55249,second,0
1536,37,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,40740,1705074381365,1705074340625,male,drug,English,Ceflar,Flembers,Ceflar has been found to be associated with the drug Flembers.,Flembers causes Ceflar.,22265,second,0
1537,43,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,31379,1705074383343,1705074351964,male,disease,English,Agoriv,Denoden,Agoriv has been found to be associated with the disease Denoden.,Agoriv causes Denoden.,19178,second,0
1541,37,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,68517,1705074394546,1705074326029,female,drug,English ,Rebosen,Themaglin,The drug Rebosen has been found to be associated with Themaglin.,Rebosen causes Themaglin.,26341,first,0
1543,49,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,I don’t think either option was more likely but you forced me to choose one! Correlation is not causation,Higher degree,58605,1705074398587,1705074339982,female,disease,English ,Rebosen,Ceflar,The disease Rebosen has been found to be associated with Ceflar.,Ceflar causes Rebosen.,13009,first,0
1547,41,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated College,38434,1705074417253,1705074378819,male,disease,English,Themaglin,Flembers,The disease Themaglin has been found to be associated with Flembers.,Flembers causes Themaglin.,15643,first,0
1557,27,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,29529,1705074451697,1705074422168,female,disease,1,Denoden,Rebosen,The disease Denoden has been found to be associated with Rebosen.,Rebosen causes Denoden.,13546,first,0
1574,36,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,30461,1705074500533,1705074470072,male,drug,,Denoden,Ceflar,The drug Denoden has been found to be associated with Ceflar.,Denoden causes Ceflar.,17716,first,0
1577,34,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated High-school,54951,1705074499569,1705074444618,male,disease,English,Agoriv,Flembers,The disease Agoriv has been found to be associated with Flembers.,Flembers causes Agoriv.,27483,first,0
1580,32,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated College,29211,1705074509624,1705074480413,female,drug,,Flembers,Rebosen,Flembers has been found to be associated with the drug Rebosen.,Rebosen causes Flembers.,17090,second,0
1581,67,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated High-school,53321,1705074510117,1705074456796,male,disease,English,Rebosen,Denoden,Rebosen has been found to be associated with the disease Denoden.,Denoden causes Rebosen.,24628,second,0
1544,54,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,N/A,Graduated College,51382,1705074402691,1705074351309,male,disease,English,Themaglin,Rebosen,Themaglin has been found to be associated with the disease Rebosen.,Themaglin causes Rebosen.,23398,second,0
1556,54,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,34821,1705074447799,1705074412978,male,drug,English,Themaglin,Agoriv,Themaglin has been found to be associated with the drug Agoriv.,Agoriv causes Themaglin.,18494,second,0
1566,38,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated High-school,33976,1705074477332,1705074443356,male,disease,english,Flembers,Rebosen,Flembers has been found to be associated with the disease Rebosen.,Rebosen causes Flembers.,20694,second,0
1568,35,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,83195,1705074483975,1705074400780,male,drug,English,Agoriv,Themaglin,The drug Agoriv has been found to be associated with Themaglin.,Agoriv causes Themaglin.,10003,first,0
1593,47,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,60738,1705074545006,1705074484268,male,disease,English ,Agoriv,Ceflar,The disease Agoriv has been found to be associated with Ceflar.,Ceflar causes Agoriv.,34272,first,0
1597,51,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,60974,1705074551808,1705074490834,female,disease,English,Flembers,Ceflar,Flembers has been found to be associated with the disease Ceflar.,Ceflar causes Flembers.,25848,second,0
1605,33,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated High-school,39989,1705074563832,1705074523843,female,disease,English,Denoden,Rebosen,The disease Denoden has been found to be associated with Rebosen.,Rebosen causes Denoden.,17979,first,0
1607,29,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,59847,1705074564992,1705074505145,female,drug,English ,Themaglin,Denoden,Themaglin has been found to be associated with the drug Denoden.,Denoden causes Themaglin.,28025,second,0
1628,34,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,N/A,Higher degree,37381,1705074598529,1705074561148,female,drug,English,Ceflar,Agoriv,The drug Ceflar has been found to be associated with Agoriv.,Ceflar causes Agoriv.,18968,first,0
1554,42,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,no,Graduated High-school,27532,1705074443224,1705074415692,male,disease,english,Flembers,Denoden,The disease Flembers has been found to be associated with Denoden.,Denoden causes Flembers.,11983,first,0
1555,28,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated College,31489,1705074444689,1705074413200,female,disease,english,Ceflar,Agoriv,Ceflar has been found to be associated with the disease Agoriv.,Ceflar causes Agoriv.,15867,second,0
1567,34,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,28523,1705074483623,1705074455100,female,drug,english,Denoden,Agoriv,The drug Denoden has been found to be associated with Agoriv.,Denoden causes Agoriv.,15439,first,0
1572,47,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated College,53195,1705074494906,1705074441711,male,drug,English,Ceflar,Denoden,Ceflar has been found to be associated with the drug Denoden.,Denoden causes Ceflar.,26026,second,0
1573,69,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated College,73631,1705074496412,1705074422781,female,disease,English ,Themaglin,Denoden,The disease Themaglin has been found to be associated with Denoden.,Denoden causes Themaglin.,37978,first,0
1595,36,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,85416,1705074550036,1705074464620,female,disease,English,Denoden,Agoriv,Denoden has been found to be associated with the disease Agoriv.,Agoriv causes Denoden.,22872,second,0
1600,46,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated High-school,45494,1705074561084,1705074515590,female,drug,ENGLISH,Themaglin,Agoriv,Themaglin has been found to be associated with the drug Agoriv.,Agoriv causes Themaglin.,22140,second,0
1619,45,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Higher degree,62064,1705074582789,1705074520725,male,drug,English ,Agoriv,Themaglin,The drug Agoriv has been found to be associated with Themaglin.,Agoriv causes Themaglin.,28006,first,0
1620,39,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,52564,1705074585226,1705074532662,male,disease,English,Flembers,Denoden,Flembers has been found to be associated with the disease Denoden.,Flembers causes Denoden.,32596,second,0
1559,23,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,40299,1705074457618,1705074417319,female,disease,English,Flembers,Agoriv,The disease Flembers has been found to be associated with Agoriv.,Agoriv causes Flembers.,21207,first,0
1578,62,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,124896,1705074505725,1705074380829,male,drug,English ,Ceflar,Denoden,The drug Ceflar has been found to be associated with Denoden.,Denoden causes Ceflar.,64435,first,0
1579,25,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated College,49103,1705074508311,1705074459208,female,disease,English,Ceflar,Denoden,Ceflar has been found to be associated with the disease Denoden.,Denoden causes Ceflar.,25042,second,0
1585,40,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Higher degree,43639,1705074520744,1705074477105,female,disease,English ,Themaglin,Ceflar,Themaglin has been found to be associated with the disease Ceflar.,Themaglin causes Ceflar.,17798,second,0
1587,46,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,64228,1705074525551,1705074461323,male,drug,english,Rebosen,Denoden,Rebosen has been found to be associated with the drug Denoden.,Denoden causes Rebosen.,36409,second,0
1614,36,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Higher degree,35197,1705074576363,1705074541166,female,disease,English UK,Rebosen,Ceflar,Rebosen has been found to be associated with the disease Ceflar.,Ceflar causes Rebosen.,19001,second,0
1563,43,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,37914,1705074465668,1705074427754,male,disease,English,Ceflar,Denoden,The disease Ceflar has been found to be associated with Denoden.,Denoden causes Ceflar.,16990,first,0
1575,57,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,no,Higher degree,76867,1705074500238,1705074423371,female,disease,English,Themaglin,Ceflar,Themaglin has been found to be associated with the disease Ceflar.,Themaglin causes Ceflar.,19487,second,0
1576,56,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,100150,1705074500323,1705074400173,female,disease,English,Ceflar,Rebosen,The disease Ceflar has been found to be associated with Rebosen.,Rebosen causes Ceflar.,59311,first,0
1583,44,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated High-school,74876,1705074515650,1705074440774,female,drug,English,Agoriv,Flembers,The drug Agoriv has been found to be associated with Flembers.,Agoriv causes Flembers.,43210,first,0
1598,44,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Higher degree,72595,1705074552759,1705074480164,female,drug,English,Flembers,Themaglin,Flembers has been found to be associated with the drug Themaglin.,Themaglin causes Flembers.,23762,second,0
1617,20,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,97029,1705074580408,1705074483379,male,drug,English,Denoden,Ceflar,Denoden has been found to be associated with the drug Ceflar.,Denoden causes Ceflar.,76873,second,0
1627,27,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,None,Higher degree,17228,1705074596616,1705074579388,male,drug,English,Rebosen,Ceflar,The drug Rebosen has been found to be associated with Ceflar.,Rebosen causes Ceflar.,3456,first,0
1636,39,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Higher degree,50163,1705074608559,1705074558396,male,drug,English,Flembers,Rebosen,Flembers has been found to be associated with the drug Rebosen.,Rebosen causes Flembers.,27963,second,0
1571,44,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,none ,Higher degree,66004,1705074493563,1705074427559,female,disease,English,Themaglin,Agoriv,The disease Themaglin has been found to be associated with Agoriv.,Agoriv causes Themaglin.,34369,first,0
1589,34,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Higher degree,36475,1705074529792,1705074493317,female,drug,English,Flembers,Rebosen,Flembers has been found to be associated with the drug Rebosen.,Rebosen causes Flembers.,19967,second,0
1601,,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated College,80966,1705074561333,1705074480367,male,drug,,Agoriv,Ceflar,Agoriv has been found to be associated with the drug Ceflar.,Ceflar causes Agoriv.,58245,second,0
1612,58,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated High-school,39259,1705074570805,1705074531546,female,drug,english,Denoden,Rebosen,The drug Denoden has been found to be associated with Rebosen.,Denoden causes Rebosen.,18243,first,0
1623,38,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Did not graduate High-school,74821,1705074591383,1705074516562,female,disease,English,Denoden,Ceflar,The disease Denoden has been found to be associated with Ceflar.,Ceflar causes Denoden.,51654,first,0
1586,65,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,50391,1705074524473,1705074474082,male,drug,English,Denoden,Flembers,The drug Denoden has been found to be associated with Flembers.,Denoden causes Flembers.,18303,first,0
1591,43,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Higher degree,55667,1705074531102,1705074475435,female,drug,english,Themaglin,Flembers,Themaglin has been found to be associated with the drug Flembers.,Flembers causes Themaglin.,38444,second,0
1588,27,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,56232,1705074530193,1705074473961,female,drug,english,Themaglin,Ceflar,Themaglin has been found to be associated with the drug Ceflar.,Ceflar causes Themaglin.,24363,second,0
1592,33,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated High-school,33927,1705074535599,1705074501672,female,drug,English,Flembers,Agoriv,Flembers has been found to be associated with the drug Agoriv.,Agoriv causes Flembers.,16541,second,0
1613,54,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Higher degree,39732,1705074575759,1705074536027,male,disease,English,Denoden,Rebosen,Denoden has been found to be associated with the disease Rebosen.,Rebosen causes Denoden.,26146,second,0
1615,54,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,75840,1705074576466,1705074500626,female,drug,British,Agoriv,Denoden,Agoriv has been found to be associated with the drug Denoden.,Denoden causes Agoriv.,22160,second,0
1599,57,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Higher degree,70046,1705074568417,1705074498371,male,disease,ENGLISH,Ceflar,Agoriv,Ceflar has been found to be associated with the disease Agoriv.,Agoriv causes Ceflar.,42605,second,0
1603,32,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,41470,1705074564159,1705074522689,male,disease,English,Rebosen,Ceflar,Rebosen has been found to be associated with the disease Ceflar.,Rebosen causes Ceflar.,20014,second,0
1610,56,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,50212,1705074568900,1705074518688,female,disease,English ,Rebosen,Flembers,The disease Rebosen has been found to be associated with Flembers.,Flembers causes Rebosen.,24067,first,0
1622,47,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated College,14309,1705074593595,1705074579286,male,drug,,Flembers,Ceflar,The drug Flembers has been found to be associated with Ceflar.,Flembers causes Ceflar.,1551,first,0
1625,48,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Higher degree,48244,1705074594395,1705074546151,female,disease,English ,Flembers,Themaglin,The disease Flembers has been found to be associated with Themaglin.,Themaglin causes Flembers.,22283,first,0
1629,34,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Higher degree,38034,1705074599104,1705074561070,female,disease,English,Themaglin,Flembers,The disease Themaglin has been found to be associated with Flembers.,Flembers causes Themaglin.,19653,first,0
1602,41,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated High-school,29576,1705074561337,1705074531761,female,disease,English ,Themaglin,Flembers,The disease Themaglin has been found to be associated with Flembers.,Themaglin causes Flembers.,11473,first,0
1606,75,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,58247,1705074564767,1705074506520,female,drug,English,Denoden,Agoriv,Denoden has been found to be associated with the drug Agoriv.,Agoriv causes Denoden.,22575,second,0
1608,37,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,38464,1705074565456,1705074526992,male,drug,English,Denoden,Flembers,The drug Denoden has been found to be associated with Flembers.,Denoden causes Flembers.,18458,first,0
1616,37,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,48819,1705074580300,1705074531481,male,disease,English,Denoden,Agoriv,The disease Denoden has been found to be associated with Agoriv.,Agoriv causes Denoden.,18647,first,0
1604,27,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Higher degree,27671,1705074563674,1705074536003,male,drug,English,Flembers,Themaglin,Flembers has been found to be associated with the drug Themaglin.,Themaglin causes Flembers.,13400,second,0
1609,57,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated High-school,43817,1705074562960,1705074519143,male,disease,English,Agoriv,Flembers,The disease Agoriv has been found to be associated with Flembers.,Flembers causes Agoriv.,22079,first,0
1618,64,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated High-school,37361,1705074584238,1705074546877,male,drug,English,Themaglin,Ceflar,Themaglin has been found to be associated with the drug Ceflar.,Ceflar causes Themaglin.,20608,second,0
1621,66,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated High-school,56635,1705074590550,1705074533915,male,drug,english,Rebosen,Denoden,The drug Rebosen has been found to be associated with Denoden.,Rebosen causes Denoden.,31623,first,0
1624,64,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,33212,1705074595568,1705074562356,male,disease,english,Denoden,Rebosen,Denoden has been found to be associated with the disease Rebosen.,Rebosen causes Denoden.,11929,second,0
1626,33,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Higher degree,39711,1705074596810,1705074557099,male,disease,English,Ceflar,Rebosen,Ceflar has been found to be associated with the disease Rebosen.,Rebosen causes Ceflar.,21143,second,0
1639,36,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Higher degree,45576,1705074623265,1705074577689,female,drug,English ,Agoriv,Rebosen,Agoriv has been found to be associated with the drug Rebosen.,Rebosen causes Agoriv.,19061,second,0
1630,34,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated College,91739,1705074598462,1705074506723,male,drug,English,Denoden,Themaglin,The drug Denoden has been found to be associated with Themaglin.,Denoden causes Themaglin.,46514,first,0
1634,34,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,30612,1705074604699,1705074574087,male,disease,English,Agoriv,Themaglin,Agoriv has been found to be associated with the disease Themaglin.,Themaglin causes Agoriv.,17694,second,0
1637,54,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Higher degree,29299,1705074620754,1705074591455,male,drug,,Rebosen,Ceflar,The drug Rebosen has been found to be associated with Ceflar.,Rebosen causes Ceflar.,13928,first,0
1631,54,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,47175,1705074598487,1705074551312,male,disease,English,Ceflar,Agoriv,The disease Ceflar has been found to be associated with Agoriv.,Agoriv causes Ceflar.,23070,first,0
1632,48,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,40857,1705074603324,1705074562467,male,drug,English ,Themaglin,Rebosen,The drug Themaglin has been found to be associated with Rebosen.,Themaglin causes Rebosen.,22018,first,0
1633,32,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,27968,1705074603873,1705074575905,female,drug,English,Rebosen,Ceflar,The drug Rebosen has been found to be associated with Ceflar.,Rebosen causes Ceflar.,14301,first,0
1641,58,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated High-school,47758,1705074625135,1705074577377,male,drug,english,Ceflar,Denoden,The drug Ceflar has been found to be associated with Denoden.,Ceflar causes Denoden.,21757,first,0
1635,37,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Higher degree,52892,1705074603980,1705074551088,male,disease,English,Themaglin,Denoden,The disease Themaglin has been found to be associated with Denoden.,Denoden causes Themaglin.,18672,first,0
1638,31,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,N/a,Higher degree,86910,1705074619500,1705074532590,male,disease,English,Ceflar,Agoriv,Ceflar has been found to be associated with the disease Agoriv.,Agoriv causes Ceflar.,57605,second,0
1640,41,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,64910,1705074624419,1705074559509,female,drug,English ,Denoden,Flembers,Denoden has been found to be associated with the drug Flembers.,Denoden causes Flembers.,25700,second,0
1642,31,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,46837,1705074627543,1705074580706,female,drug,,Denoden,Agoriv,The drug Denoden has been found to be associated with Agoriv.,Agoriv causes Denoden.,19134,first,0
1652,68,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,51754,1705074637252,1705074585498,female,disease,english,Themaglin,Denoden,The disease Themaglin has been found to be associated with Denoden.,Denoden causes Themaglin.,26900,first,0
1656,60,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated College,81670,1705074642334,1705074560664,female,disease,English,Flembers,Themaglin,Flembers has been found to be associated with the disease Themaglin.,Flembers causes Themaglin.,40521,second,0
1658,54,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,72783,1705074645976,1705074573193,male,drug,English,Rebosen,Denoden,The drug Rebosen has been found to be associated with Denoden.,Rebosen causes Denoden.,43126,first,0
1667,36,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated College,41159,1705074658037,1705074616878,male,drug,English,Themaglin,Ceflar,Themaglin has been found to be associated with the drug Ceflar.,Ceflar causes Themaglin.,18352,second,0
1643,44,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,46148,1705074629156,1705074583008,female,disease,English,Agoriv,Ceflar,The disease Agoriv has been found to be associated with Ceflar.,Ceflar causes Agoriv.,19137,first,0
1649,45,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,30609,1705074634057,1705074603448,female,disease,English,Ceflar,Agoriv,The disease Ceflar has been found to be associated with Agoriv.,Agoriv causes Ceflar.,15144,first,0
1651,69,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,None,Graduated College,64303,1705074636990,1705074572687,male,drug,English ,Rebosen,Agoriv,Rebosen has been found to be associated with the drug Agoriv.,Agoriv causes Rebosen.,28320,second,0
1668,35,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,47210,1705074659262,1705074612052,female,drug,English ,Denoden,Themaglin,Denoden has been found to be associated with the drug Themaglin.,Themaglin causes Denoden.,17076,second,0
1677,31,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,58887,1705074668999,1705074610112,female,drug,,Rebosen,Denoden,The drug Rebosen has been found to be associated with Denoden.,Denoden causes Rebosen.,34693,first,0
1685,36,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Higher degree,32596,1705074677525,1705074644929,female,disease,English,Denoden,Themaglin,The disease Denoden has been found to be associated with Themaglin.,Denoden causes Themaglin.,17211,first,0
1721,63,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Higher degree,62990,1705074729208,1705074666218,male,disease,English,Flembers,Rebosen,The disease Flembers has been found to be associated with Rebosen.,Rebosen causes Flembers.,34242,first,0
1741,77,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,none,Graduated College,91945,1705074742665,1705074650720,male,drug,english,Agoriv,Flembers,The drug Agoriv has been found to be associated with Flembers.,Agoriv causes Flembers.,42087,first,0
1644,31,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Higher degree,42589,1705074628891,1705074586302,female,disease,English ,Ceflar,Themaglin,Ceflar has been found to be associated with the disease Themaglin.,Ceflar causes Themaglin.,20160,second,0
1664,28,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated High-school,65182,1705074653459,1705074588277,female,drug,English,Denoden,Rebosen,The drug Denoden has been found to be associated with Rebosen.,Denoden causes Rebosen.,24314,first,0
1671,33,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Graduated High-school,26050,1705074660054,1705074634004,male,drug,English,Flembers,Denoden,Flembers has been found to be associated with the drug Denoden.,Denoden causes Flembers.,12982,second,0
1689,20,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,58839,1705074680775,1705074621936,female,drug,English,Themaglin,Rebosen,Themaglin has been found to be associated with the drug Rebosen.,Rebosen causes Themaglin.,29508,second,0
1696,38,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Higher degree,32085,1705074689995,1705074657910,female,drug,English,Agoriv,Themaglin,Agoriv has been found to be associated with the drug Themaglin.,Themaglin causes Agoriv.,17172,second,0
1703,45,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Higher degree,89325,1705074699719,1705074610394,male,disease,English,Ceflar,Themaglin,Ceflar has been found to be associated with the disease Themaglin.,Themaglin causes Ceflar.,57885,second,0
1705,26,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,25133,1705074702615,1705074677482,male,drug,English,Flembers,Rebosen,Flembers has been found to be associated with the drug Rebosen.,Flembers causes Rebosen.,12203,second,0
1711,46,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,49658,1705074712846,1705074663188,female,disease,English ,Themaglin,Rebosen,Themaglin has been found to be associated with the disease Rebosen.,Themaglin causes Rebosen.,24619,second,0
1718,67,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated College,166639,1705074723432,1705074556793,female,disease,english,Themaglin,Denoden,The disease Themaglin has been found to be associated with Denoden.,Denoden causes Themaglin.,145169,first,0
1727,44,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,29682,1705075003514,1705074973832,male,drug,English ,Flembers,Denoden,Flembers has been found to be associated with the drug Denoden.,Denoden causes Flembers.,5889,second,0
1645,62,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated High-school,68819,1705074630809,1705074561990,female,disease,english,Flembers,Ceflar,The disease Flembers has been found to be associated with Ceflar.,Ceflar causes Flembers.,38469,first,0
