submission_id,QUD,QUDTarget,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,name1,name2,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,statement,statementFirst,treatment,trialNR
1940,I am surprised that you think Ceflar should be removed from the samples.,first,56,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,81815,1709909567932,1709909486117,female,English ,Ceflar,Agoriv,595e8f77710c1800018df9ec,65eb25e54df22a4f0831a407,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,47415,Ceflar is associated with Agoriv.,first,avoidance,0
1941,I am surprised that you think Denoden should be removed from the samples.,second,40,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,50130,1709909568085,1709909517955,female,english,Ceflar,Denoden,5999aedebbe8480001796677,65eb2605e89908f27d3d017c,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,29248,Ceflar is associated with Denoden.,first,avoidance,0
1972,I was surprised to see Ceflar in yesterday's sample.,second,48,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,133797,1709909669301,1709909535505,female,English ,Denoden,Ceflar,5d30cca374c5990019a9f634,65eb2614d03d5d3e2d06e5c0,65eb1de69438b51c1c55a653,Denoden causes Ceflar.,108365,Denoden is associated with Ceflar.,first,observation,0
1978,I was surprised to see Agoriv in yesterday's sample.,second,48,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,66442,1709909691249,1709909624807,female,English,Rebosen,Agoriv,614ad1d11ebbb70be136b832,65eb2672b139d0170b65320b,65eb1de69438b51c1c55a653,Rebosen causes Agoriv.,39954,Agoriv is associated with Rebosen.,second,observation,0
1979,I was surprised to see Flembers in yesterday's sample.,first,32,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Higher degree,39528,1709909691597,1709909652069,female,english,Flembers,Themaglin,5a4ce99f5f74170001e0ff1a,65eb268df22437f84ecd8781,65eb1de69438b51c1c55a653,Themaglin causes Flembers.,20128,Flembers is associated with Themaglin.,first,observation,0
1883,I was surprised to see Themaglin in yesterday's sample.,second,48,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Graduated High-school,49936,1709909370048,1709909320112,other,English,Rebosen,Themaglin,60fd54eeb92f1c8cdb0fc4bb,65eb2541288051281465318b,65eb1de69438b51c1c55a653,Rebosen causes Themaglin.,14039,Rebosen is associated with Themaglin.,first,observation,0
1885,I was surprised to see Rebosen in yesterday's sample.,first,58,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,52040,1709909371504,1709909319464,male,English,Rebosen,Denoden,561b6038811d220005f31397,65eb253fbac072c0f61fa24b,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,30064,Denoden is associated with Rebosen.,second,observation,0
1887,I was surprised to see Denoden in yesterday's sample.,first,31,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,56007,1709909375421,1709909319414,male,English,Denoden,Ceflar,60737b97d01c3800e734921d,65eb253e7132c44e17689c6f,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,31132,Ceflar is associated with Denoden.,second,observation,0
1890,I am surprised that you think Agoriv should be removed from the samples.,second,21,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,50173,1709909403203,1709909353030,female,English,Flembers,Agoriv,606252b0ae85f1f0a3a531fb,65eb256184b186b8eb8ffafb,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,27548,Flembers is associated with Agoriv.,first,avoidance,0
1894,I was surprised to see Flembers in yesterday's sample.,second,61,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,I could have justified reasons why either statement fitted either outcome,Graduated College,152798,1709909424199,1709909271401,female,English ,Agoriv,Flembers,5ed2c233dddac00c412585f6,65eb24dc1e65702e0bcd8721,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,86232,Flembers is associated with Agoriv.,second,observation,0
1898,I was surprised to see Rebosen in yesterday's sample.,second,65,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated College,55278,1709909448254,1709909392976,female,English ,Ceflar,Rebosen,5f0049efc573a300096568f7,65eb258f9215855d621fd4da,65eb1de69438b51c1c55a653,Ceflar causes Rebosen.,27832,Rebosen is associated with Ceflar.,second,observation,0
1904,I am surprised that you think Flembers should be removed from the samples.,second,32,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,58278,1709909463466,1709909405188,female,English ,Denoden,Flembers,657628c407014e4bc9fb9eeb,65eb255cd3f281d1eb16a6b3,65eb1de69438b51c1c55a653,Flembers causes Denoden.,33165,Flembers is associated with Denoden.,second,avoidance,0
1909,I am surprised that you think Rebosen should be removed from the samples.,first,52,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated High-school,87365,1709909481856,1709909394491,female,English,Rebosen,Flembers,5fcc07625049472607490069,65eb255915777a67065e0883,65eb1de69438b51c1c55a653,Rebosen causes Flembers.,64535,Rebosen is associated with Flembers.,first,avoidance,0
1888,I am surprised that you think Themaglin should be removed from the samples.,first,32,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated High-school,85778,1709909376412,1709909290634,female,English ,Themaglin,Flembers,610dd94a08421c5a867e3c8e,65eb2521c67d1dae4f5e08bd,65eb1de69438b51c1c55a653,Flembers causes Themaglin.,45097,Flembers is associated with Themaglin.,second,avoidance,0
1891,I am surprised that you think Flembers should be removed from the samples.,second,53,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,Interesting ,,81148,1709909405874,1709909324726,male,English ,Ceflar,Flembers,5a3c0b842f91ec0001dc9bb4,65eb253cf4962643ddb7db7d,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,46247,Ceflar is associated with Flembers.,first,avoidance,0
1907,I was surprised to see Agoriv in yesterday's sample.,second,25,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,No other comments. ,Higher degree,79465,1709909470419,1709909390954,female,English,Themaglin,Agoriv,5f69c3324f3cad02a9ac8cec,65eb25875cc8b96eaa8ffb5d,65eb1de69438b51c1c55a653,Themaglin causes Agoriv.,40239,Agoriv is associated with Themaglin.,second,observation,0
1914,I was surprised to see Rebosen in yesterday's sample.,second,37,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Higher degree,41307,1709909508631,1709909467324,female,English,Denoden,Rebosen,5f1c734773f4a3045d3989aa,65eb25d46a03f0b177f8325e,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,19106,Rebosen is associated with Denoden.,second,observation,0
1916,I was surprised to see Ceflar in yesterday's sample.,first,26,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Higher degree,34326,1709909509476,1709909475150,female,English,Ceflar,Flembers,5edc710e50d9be937771a6aa,65eb25d34e769e89462d0c13,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,12474,Ceflar is associated with Flembers.,first,observation,0
1920,I was surprised to see Agoriv in yesterday's sample.,first,46,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated College,44571,1709909513266,1709909468695,female,English,Agoriv,Ceflar,62cd6efa6212ae6777eb7db1,65eb25d7ad8823bedeb037ee,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,25969,Agoriv is associated with Ceflar.,first,observation,0
1923,I was surprised to see Ceflar in yesterday's sample.,first,32,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated College,32436,1709909518510,1709909486074,female,English,Ceflar,Denoden,63bd81c2c818f30310bfe345,65eb25e2454c42b2005a1180,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,12914,Ceflar is associated with Denoden.,first,observation,0
1963,I was surprised to see Denoden in yesterday's sample.,first,37,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,83603,1709909635059,1709909551456,female,English ,Denoden,Ceflar,5b12fb7be9270900013c4485,65eb2626cdfabf70006de318,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,41506,Denoden is associated with Ceflar.,first,observation,0
1892,I am surprised that you think Agoriv should be removed from the samples.,first,49,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,42622,1709909417394,1709909374772,female,English,Agoriv,Rebosen,646bc273334eee3290a158ed,65eb2575a7ccec4364ab65c9,65eb1de69438b51c1c55a653,Agoriv causes Rebosen.,13460,Agoriv is associated with Rebosen.,first,avoidance,0
1899,I am surprised that you think Flembers should be removed from the samples.,first,62,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated High-school,170680,1709909448810,1709909278130,female,English,Flembers,Ceflar,5d1b7ca2ebfae6001a9e4401,65eb250f17824585860ca749,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,108836,Flembers is associated with Ceflar.,first,avoidance,0
1908,I was surprised to see Themaglin in yesterday's sample.,second,43,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Higher degree,48648,1709909477971,1709909429323,male,English,Agoriv,Themaglin,5b9281970ff8eb00018874f9,65eb2595efee24e44d856862,65eb1de69438b51c1c55a653,Agoriv causes Themaglin.,25606,Themaglin is associated with Agoriv.,second,observation,0
1911,I was surprised to see Denoden in yesterday's sample.,second,28,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,The study was clear and easy to understand.,Graduated College,123274,1709909491389,1709909368115,male,English,Rebosen,Denoden,5cdae588cc071e001a1cbbf0,65eb256fe89908f27d3d013b,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,87966,Rebosen is associated with Denoden.,first,observation,0
1918,I am surprised that you think Agoriv should be removed from the samples.,first,21,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,82998,1709909510681,1709909427683,female,English,Agoriv,Denoden,603beb41945077938ed0e6c4,65eb25a981543353d8dc3c7a,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,56958,Denoden is associated with Agoriv.,second,avoidance,0
1932,I am surprised that you think Themaglin should be removed from the samples.,first,42,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated High-school,28322,1709909545000,1709909516678,female,english,Themaglin,Ceflar,615ec0557ed77fa14b565382,65eb2607ede7bd4c6342bcca,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,14288,Themaglin is associated with Ceflar.,first,avoidance,0
1937,I was surprised to see Rebosen in yesterday's sample.,second,42,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated High-school,49061,1709909561167,1709909512106,male,,Denoden,Rebosen,5ec01cb259458306e6be228f,65eb25fe4e769e89462d0c28,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,30674,Rebosen is associated with Denoden.,second,observation,0
1943,I am surprised that you think Themaglin should be removed from the samples.,first,21,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,40889,1709909571712,1709909530823,male,English,Themaglin,Ceflar,65513393696954392da16f46,65eb260ed11b2ac54bfdf048,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,19126,Themaglin is associated with Ceflar.,first,avoidance,0
1895,I am surprised that you think Agoriv should be removed from the samples.,first,32,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,50268,1709909428488,1709909378220,female,English,Agoriv,Themaglin,61004752a4786349035ba0cd,65eb257a813edb2b01fe0f56,65eb1de69438b51c1c55a653,Agoriv causes Themaglin.,36405,Agoriv is associated with Themaglin.,first,avoidance,0
1928,I am surprised that you think Flembers should be removed from the samples.,first,36,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,64201,1709909534246,1709909470045,female,English,Flembers,Denoden,59dd90f6e75b450001a68dac,65eb25d6ff22a7ecfc1fd455,65eb1de69438b51c1c55a653,Flembers causes Denoden.,44291,Flembers is associated with Denoden.,first,avoidance,0
1944,I was surprised to see Themaglin in yesterday's sample.,second,64,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated High-school,60268,1709909571420,1709909511152,male,English ,Denoden,Themaglin,5c4935e29afd7b00019749ab,65eb2600e7c944fc8c16a6df,65eb1de69438b51c1c55a653,Denoden causes Themaglin.,29566,Denoden is associated with Themaglin.,first,observation,0
1945,I was surprised to see Rebosen in yesterday's sample.,second,44,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,40085,1709909574418,1709909534333,male,English,Themaglin,Rebosen,659d51de867f9aeeb94d5088,65eb26192c3ed516b12ec76d,65eb1de69438b51c1c55a653,Themaglin causes Rebosen.,23119,Themaglin is associated with Rebosen.,first,observation,0
1952,I was surprised to see Agoriv in yesterday's sample.,second,44,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Higher degree,74836,1709909597086,1709909522250,female,English,Flembers,Agoriv,5718cf36dd9ef10013e03e14,65eb260ec6ce80fa96ba27c6,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,37095,Agoriv is associated with Flembers.,second,observation,0
1953,I am surprised that you think Agoriv should be removed from the samples.,first,51,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated High-school,50553,1709909597806,1709909547253,male,English,Agoriv,Flembers,5dbafd726775fe0f7de4e5f9,65eb26282c3ed516b12ec76f,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,32330,Agoriv is associated with Flembers.,first,avoidance,0
1966,I am surprised that you think Agoriv should be removed from the samples.,first,26,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,91689,1709909651832,1709909560143,female,english,Agoriv,Ceflar,5f11ab6d62b89d048d6ad245,65eb262f5aae67e518c9475a,65eb1de69438b51c1c55a653,Agoriv causes Ceflar.,61378,Agoriv is associated with Ceflar.,first,avoidance,0
1967,I was surprised to see Themaglin in yesterday's sample.,first,51,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,46883,1709909652894,1709909606011,female,english,Themaglin,Agoriv,6107b5b78f1c05983711a3b7,65eb265fb11dbc2195ba277d,65eb1de69438b51c1c55a653,Agoriv causes Themaglin.,21928,Agoriv is associated with Themaglin.,second,observation,0
1897,I was surprised to see Agoriv in yesterday's sample.,first,25,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,40279,1709909444923,1709909404644,female,English ,Agoriv,Denoden,602d1bde62da6269b785a104,65eb2593fc33f84a4bda94c7,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,20610,Agoriv is associated with Denoden.,first,observation,0
1910,I am surprised that you think Ceflar should be removed from the samples.,second,22,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Higher degree,35700,1709909587073,1709909551373,female,English,Agoriv,Ceflar,609fe1299099a3d26ab244ed,65eb25c8085b8bfaa36541e1,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,20208,Agoriv is associated with Ceflar.,first,avoidance,0
1919,I am surprised that you think Themaglin should be removed from the samples.,first,64,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,"In an associative relationship, neither element is necessarily causal",Higher degree,138830,1709909512150,1709909373320,female,English,Themaglin,Rebosen,5b7af69d2f3fc30001374190,65eb257110fcf22edbda94a1,65eb1de69438b51c1c55a653,Themaglin causes Rebosen.,49895,Rebosen is associated with Themaglin.,second,avoidance,0
1925,I was surprised to see Themaglin in yesterday's sample.,second,28,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Higher degree,35821,1709909518283,1709909482462,female,English ,Agoriv,Themaglin,641dcbf87e7551b7b85439a3,65eb25e3d3f8dd04c5f32c7b,65eb1de69438b51c1c55a653,Agoriv causes Themaglin.,18147,Themaglin is associated with Agoriv.,second,observation,0
1930,I am surprised that you think Denoden should be removed from the samples.,second,35,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,33165,1709909538289,1709909505124,other,english,Agoriv,Denoden,61fa93e25719bc09cb834ddc,65eb25faefee24e44d85687c,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,14633,Denoden is associated with Agoriv.,second,avoidance,0
1934,I am surprised that you think Rebosen should be removed from the samples.,first,34,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Graduated College,96603,1709909546166,1709909449563,female,,Rebosen,Themaglin,5dfe9f9e19232db3171c8341,65eb25c196d3701edc35ab68,65eb1de69438b51c1c55a653,Rebosen causes Themaglin.,81059,Rebosen is associated with Themaglin.,first,avoidance,0
1938,I was surprised to see Ceflar in yesterday's sample.,second,36,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Higher degree,36953,1709909558121,1709909521168,female,English,Rebosen,Ceflar,60c33f3e6706eca45e689ea4,65eb260ae1893c264829b3ca,65eb1de69438b51c1c55a653,Rebosen causes Ceflar.,15970,Ceflar is associated with Rebosen.,second,observation,0
1949,I am surprised that you think Rebosen should be removed from the samples.,first,50,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated College,71888,1709909583211,1709909511323,male,English,Rebosen,Denoden,5f02e4ccf8b6db18a3a60ccd,65eb26006cd67578d24a10df,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,36511,Denoden is associated with Rebosen.,second,avoidance,0
1912,I am surprised that you think Ceflar should be removed from the samples.,first,41,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Higher degree,37400,1709909492733,1709909455333,female,English ,Ceflar,Rebosen,6006eb19ee24e80bb26d9c62,65eb25ca6a03f0b177f83259,65eb1de69438b51c1c55a653,Ceflar causes Rebosen.,23496,Ceflar is associated with Rebosen.,first,avoidance,0
1926,I am surprised that you think Flembers should be removed from the samples.,second,30,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Higher degree,47564,1709909523947,1709909476383,male,English,Themaglin,Flembers,5f873540a0a90510b39c406d,65eb25dcb139d0170b6531cb,65eb1de69438b51c1c55a653,Flembers causes Themaglin.,26414,Flembers is associated with Themaglin.,second,avoidance,0
1927,I was surprised to see Rebosen in yesterday's sample.,first,28,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,64914,1709909528489,1709909463575,male,English ,Rebosen,Agoriv,63f63c3f18d751963e6dd151,65eb25d01fec2d02e641e324,65eb1de69438b51c1c55a653,Rebosen causes Agoriv.,34753,Rebosen is associated with Agoriv.,first,observation,0
1931,I was surprised to see Agoriv in yesterday's sample.,second,27,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,67224,1709909540854,1709909473630,female,English,Ceflar,Agoriv,5fa9b9bdd330fa21c5773078,65eb25da27489ffafd15074e,65eb1de69438b51c1c55a653,Agoriv causes Ceflar.,41421,Agoriv is associated with Ceflar.,second,observation,0
1935,I was surprised to see Ceflar in yesterday's sample.,first,77,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated College,61643,1709909556193,1709909494550,male,English,Ceflar,Themaglin,5ffb43ceb5a05a56eadca1ad,65eb25f4a398e76ffe7f5c57,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,38327,Themaglin is associated with Ceflar.,second,observation,0
1942,I was surprised to see Ceflar in yesterday's sample.,second,56,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Higher degree,60580,1709909568753,1709909508173,female,English,Agoriv,Ceflar,5bfbf60d18430e000186a0b6,65eb25fd584b048be44c9f31,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,36942,Ceflar is associated with Agoriv.,second,observation,0
1946,I am surprised that you think Rebosen should be removed from the samples.,first,27,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Higher degree,58433,1709909579355,1709909520922,male,English,Rebosen,Themaglin,5f315cecbe54fd0d2b853c89,65eb260eff22a7ecfc1fd45f,65eb1de69438b51c1c55a653,Rebosen causes Themaglin.,43124,Rebosen is associated with Themaglin.,first,avoidance,0
1956,I am surprised that you think Ceflar should be removed from the samples.,first,34,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,22034,1709909607528,1709909585494,male,English ,Ceflar,Denoden,5efa10698dd7fe7f39bf1be9,65eb261c2887c660bb61e242,65eb1de69438b51c1c55a653,Denoden causes Ceflar.,2307,Ceflar is associated with Denoden.,first,avoidance,0
1921,I am surprised that you think Themaglin should be removed from the samples.,second,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,49495,1709909514740,1709909465245,female,English,Ceflar,Themaglin,5ceec4ee32a84b0001a672ed,65eb25c361ce9003d455b566,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,27766,Ceflar is associated with Themaglin.,first,avoidance,0
1924,I am surprised that you think Ceflar should be removed from the samples.,second,22,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Higher degree,21569,1709909616575,1709909595006,female,english,Themaglin,Ceflar,609fe1299099a3d26ab244ed,65eb25c8085b8bfaa36541e1,65eb1de69438b51c1c55a653,Ceflar causes Themaglin.,10519,Ceflar is associated with Themaglin.,second,avoidance,0
1950,I was surprised to see Agoriv in yesterday's sample.,second,58,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,Thank you,Graduated High-school,152891,1709909582466,1709909429575,female,English ,Rebosen,Agoriv,5e1d20f5173db40a6702cb7e,65eb25a67cf136c84079834c,65eb1de69438b51c1c55a653,Agoriv causes Rebosen.,92173,Rebosen is associated with Agoriv.,first,observation,0
1951,I was surprised to see Agoriv in yesterday's sample.,first,52,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated High-school,72553,1709909589118,1709909516565,female,English ,Agoriv,Flembers,59839cb9554956000142d95f,65eb2605a7ccec4364ab660f,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,39940,Flembers is associated with Agoriv.,second,observation,0
1959,I am surprised that you think Flembers should be removed from the samples.,first,33,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,30688,1709909617869,1709909587181,female,English,Flembers,Denoden,5eebc3207c83c63a3a73d77d,65eb2649ac3068c6b49511dd,65eb1de69438b51c1c55a653,Denoden causes Flembers.,16774,Flembers is associated with Denoden.,first,avoidance,0
1960,I was surprised to see Flembers in yesterday's sample.,second,40,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,480165,1709909623516,1709909143351,female,English,Agoriv,Flembers,5db40672d496c8000ed780d5,65eb248e2540afec54fc46a0,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,63000,Flembers is associated with Agoriv.,second,observation,0
1969,I was surprised to see Rebosen in yesterday's sample.,first,68,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,123273,1709909657591,1709909534318,male,English ,Rebosen,Ceflar,6539136dbf3e86f94f401083,65eb261155264c2c144a110e,65eb1de69438b51c1c55a653,Ceflar causes Rebosen.,90225,Rebosen is associated with Ceflar.,first,observation,0
1983,I was surprised to see Rebosen in yesterday's sample.,first,69,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,65676,1709909722368,1709909656692,female,English,Rebosen,Agoriv,63c437337eef664e06fdf1f7,65eb2686ff22a7ecfc1fd475,65eb1de69438b51c1c55a653,Rebosen causes Agoriv.,32532,Agoriv is associated with Rebosen.,second,observation,0
1922,I was surprised to see Themaglin in yesterday's sample.,second,41,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,92660,1709909513797,1709909421137,female,English,Flembers,Themaglin,6107247967dedd82e06c6f27,65eb25a5ce0213b0800df9db,65eb1de69438b51c1c55a653,Flembers causes Themaglin.,42895,Themaglin is associated with Flembers.,second,observation,0
1954,I am surprised that you think Ceflar should be removed from the samples.,first,52,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Higher degree,52035,1709909600256,1709909548221,male,English,Ceflar,Rebosen,573f134fd700ea0007f403eb,65eb2618e89908f27d3d0181,65eb1de69438b51c1c55a653,Ceflar causes Rebosen.,33223,Rebosen is associated with Ceflar.,second,avoidance,0
1955,I was surprised to see Themaglin in yesterday's sample.,first,25,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,102587,1709909602917,1709909500330,female,English,Themaglin,Agoriv,60ba0dedccff8482dad29857,65eb25f5b11dbc2195ba2768,65eb1de69438b51c1c55a653,Themaglin causes Agoriv.,59287,Themaglin is associated with Agoriv.,first,observation,0
1961,I am surprised that you think Rebosen should be removed from the samples.,second,25,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Higher degree,59460,1709909669668,1709909610208,male,English,Themaglin,Rebosen,5d8baf023435540015cd4860,65eb263bac3068c6b49511d7,65eb1de69438b51c1c55a653,Themaglin causes Rebosen.,38680,Rebosen is associated with Themaglin.,second,avoidance,0
1975,I am surprised that you think Flembers should be removed from the samples.,first,20,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,56217,1709909678116,1709909621899,female,English,Flembers,Denoden,65772a4d9d3a8df93b321f8c,65eb266fc8f8058f673b3867,65eb1de69438b51c1c55a653,Flembers causes Denoden.,36398,Denoden is associated with Flembers.,second,avoidance,0
1993,I am surprised that you think Flembers should be removed from the samples.,second,60,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,149328,1709909744484,1709909595156,female,English,Denoden,Flembers,60d6355b141b39035fda0e50,65eb26506ab7cab31b9f2ff6,65eb1de69438b51c1c55a653,Flembers causes Denoden.,118979,Flembers is associated with Denoden.,second,avoidance,0
2004,I am surprised that you think Flembers should be removed from the samples.,first,63,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Higher degree,45892,1709909777510,1709909731618,female,EnGlish,Flembers,Ceflar,5694de04e0c800000559f70b,65eb26d95aae67e518c9477a,65eb1de69438b51c1c55a653,Ceflar causes Flembers.,22343,Flembers is associated with Ceflar.,first,avoidance,0
2005,I was surprised to see Ceflar in yesterday's sample.,second,60,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,"Interesting study, thanks!",Graduated College,110252,1709909783974,1709909673722,female,English ,Flembers,Ceflar,644bf7faefa2668b9a68e8ec,65eb26a0a21d0d581ffe0fbe,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,54024,Ceflar is associated with Flembers.,second,observation,0
1933,I am surprised that you think Rebosen should be removed from the samples.,second,66,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated College,154038,1709909545699,1709909391661,male,English,Denoden,Rebosen,5d3c627f61f2fa000136866b,65eb258861ce9003d455b555,65eb1de69438b51c1c55a653,Rebosen causes Denoden.,115149,Rebosen is associated with Denoden.,second,avoidance,0
1981,I am surprised that you think Agoriv should be removed from the samples.,first,36,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated High-school,46785,1709909696033,1709909649248,male,English,Agoriv,Ceflar,6401c41ef621f07e133979e9,65eb268cefee24e44d8568a6,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,28503,Ceflar is associated with Agoriv.,second,avoidance,0
1991,I was surprised to see Ceflar in yesterday's sample.,second,51,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated College,125230,1709909744030,1709909618800,female,English ,Flembers,Ceflar,5bf6bbeb31f7850001d24ce2,65eb265d11a25e4a979511ba,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,85371,Flembers is associated with Ceflar.,first,observation,0
1994,I am surprised that you think Ceflar should be removed from the samples.,second,30,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,None ,Graduated College,26976,1709909748399,1709909721423,male,English,Flembers,Ceflar,5eeb6aa862000a2d06e1b885,65eb26d5c6ce80fa96ba2821,65eb1de69438b51c1c55a653,Ceflar causes Flembers.,14377,Flembers is associated with Ceflar.,first,avoidance,0
